lyric,genre,album
I haven't seen it in awhile,country,fearless
Since she brought you down.,country,fearless
You say you're fine—I know you better than that,country,fearless
"Hey, what you doing with a girl like that?",country,fearless
She wears high heels,country,fearless
I wear sneakers,country,fearless
She's cheer captain,country,fearless
And I'm on the bleachers,country,fearless
Dreaming about the day when you wake up and find,country,fearless
That what you're looking for has been here the whole time,country,fearless
If you could see,country,fearless
That I'm the one,country,fearless
Who understands you,country,fearless
Been here all along,country,fearless
"So, why can't you see",country,fearless
You belong with me?,country,fearless
Standing by and waiting at your backdoor.,country,fearless
"All this time how could you not know, baby?",country,fearless
You belong with me,country,fearless
You belong with me,country,fearless
"Oh, I remember you driving to my house",country,fearless
In the middle of the night,country,fearless
I'm the one who makes you laugh,country,fearless
When you know you're 'bout to cry,country,fearless
I know your favorite songs,country,fearless
And you tell me about your dreams,country,fearless
Think I know where you belong,country,fearless
Think I know it's with me,country,fearless
Can't you se that I'm the one,country,fearless
Who understands you?,country,fearless
Been here all along,country,fearless
"So, why can't you see",country,fearless
You belong with me?,country,fearless
Standing by and waiting at your backdoor.,country,fearless
"All this time how could you not know, baby?",country,fearless
You belong with me,country,fearless
You belong with me,country,fearless
You belong with me,country,fearless
Have you ever thought just maybe,country,fearless
You belong with me?,country,fearless
You belong with me,country,fearless
Now go stand in the corner,country,speak now
And think about what you did,country,speak now
...,country,speak now
Ha,country,speak now
...,country,speak now
Time for a little revenge,country,speak now
...,country,speak now
The story starts when it was hot and it was summer,country,speak now
"And I had it all, I had him right there where I wanted him",country,speak now
"She came along, got him alone, and let's hear the applause",country,speak now
She took him faster than you can say sabotage,country,speak now
"I never saw it coming, wouldn't have suspected it",country,speak now
I underestimated just who I was dealing with,country,speak now
She had to know the pain was beating on me like a drum,country,speak now
She underestimated just who she was stealing from,country,speak now
...,country,speak now
"She's not a saint, and she's not what you think",country,speak now
"She's an actress, whoa",country,speak now
She's better known for the things that she does,country,speak now
"On the mattress, whoa",country,speak now
Soon she's gonna find stealing other people's toys,country,speak now
On the playground won't make you many friends,country,speak now
"She should keep in mind, she should keep in mind",country,speak now
"There is nothing I do better than revenge, ha",country,speak now
...,country,speak now
She lives her life like it's a party and she's on the list,country,speak now
She looks at me like I'm a trend and she's so over it,country,speak now
I think her ever present frown is a little troubling,country,speak now
She thinks I'm psycho 'cause I like to rhyme her name with things but,country,speak now
Sophistication isn't what you wear or who you know,country,speak now
Or pushing people down to get you where you wanna go,country,speak now
"Oh, they didn't teach you that in prep school, so it's up to me",country,speak now
But no amount of vintage dresses gives you dignity,country,speak now
...,country,speak now
"She's not a saint, and she's not what you think",country,speak now
"She's an actress, whoa",country,speak now
She's better known for the things that she does,country,speak now
"On the mattress, whoa",country,speak now
Soon she's gonna find stealing other people's toys,country,speak now
On the playground won't make you many friends,country,speak now
"She should keep in mind, she should keep in mind",country,speak now
"There is nothing I do better than revenge, ha",country,speak now
...,country,speak now
"I'm just another thing for you to roll your eyes at, honey",country,speak now
"You might have him, but haven't you heard?",country,speak now
"I'm just another thing for you to roll your eyes at, honey",country,speak now
"You might have him, but I always get the last word",country,speak now
Woah,country,speak now
...,country,speak now
"She's not a saint, and she's not what you think",country,speak now
"She's an actress, whoa",country,speak now
She's better known for the things that she does,country,speak now
"On the mattress, whoa",country,speak now
Soon she's gonna find stealing other people's toys,country,speak now
On the playground won't make you many friends,country,speak now
"She should keep in mind, she should keep in mind",country,speak now
"There is nothing I do better than revenge, ha",country,speak now
...,country,speak now
And do you still feel like you know what you're doing?,country,speak now
"'Cause I don't think you do, oh",country,speak now
Do you still feel like you know what you're doing?,country,speak now
"I don't think you do, I don't think you do",country,speak now
Let's hear the applause,country,speak now
C'mon show me how much better you are,country,speak now
See you deserve some applause,country,speak now
'Cause you're so much better,country,speak now
She took him faster than you can say sabotage,country,speak now
"Betty, I won't make assumptions about why you switched your homeroom",,folklore
But I think it's 'cause of me,,folklore
"Betty, one time I was riding on my skateboard when I passed your house",,folklore
It's like I couldn't breathe,,folklore
You heard the rumors from Inez,,folklore
You can't believe a word she says,,folklore
"Most times, but this time it was true",,folklore
The worst thing that I ever did,,folklore
Was what I did to you,,folklore
But if I just showed up at your party,,folklore
Would you have me?,,folklore
Would you want me?,,folklore
Would you tell me to go fuck myself,,folklore
Or lead me to the garden?,,folklore
In the garden would you trust me,,folklore
If I told you it was just a summer thing?,,folklore
I'm only seventeen,,folklore
I don't know anything but I know I miss you,,folklore
"Betty, I know where it all went wrong",,folklore
Your favorite song was playing from the far side of the gym,,folklore
"I was nowhere to be found, I hate the crowds, you know that",,folklore
"Plus, I saw you dance with him",,folklore
You heard the rumors from Inez,,folklore
You can't believe a word she says,,folklore
"Most times, but this time it was true",,folklore
The worst thing that I ever did,,folklore
Was what I did to you,,folklore
But if I just showed up at your party,,folklore
Would you have me?,,folklore
Would you want me?,,folklore
Would you tell me to go fuck myself,,folklore
Or lead me to the garden?,,folklore
In the garden would you trust me,,folklore
If I told you it was just a summer thing?,,folklore
I'm only seventeen,,folklore
I don't know anything but I know I miss you,,folklore
I was walking home on broken cobblestones,,folklore
Just thinking of you when she pulled up,,folklore
Like a figment of my worst intentions,,folklore
"She said ""James, get in, let's drive""",,folklore
Those days turned into nights,,folklore
Slept next to her but,,folklore
I dreamt of you all summer long,,folklore
"Betty, I'm here on your doorstep",,folklore
"And I planned it out for weeks now but, it's finally sinking in",,folklore
"Betty, right now is the last time",,folklore
I can dream about what happens when you see my face again,,folklore
The only thing I wanna do,,folklore
Is make it up to you,,folklore
"So, I showed up at your party",,folklore
"Yeah, I showed up at your party",,folklore
"Yeah, I showed up at your party",,folklore
Will you have me?,,folklore
Will you love me?,,folklore
Will you kiss me on the porch in front of all your stupid friends?,,folklore
If you kiss me,,folklore
Will it be just like I dreamed it? Will it patch your broken wings?,,folklore
I'm only seventeen,,folklore
I don't know anything,,folklore
But I know I miss you,,folklore
Standing in your cardigan,,folklore
Kissing in my car again,,folklore
"Stopped at a streetlight, you know I miss you",,folklore
"Betty, I won't make assumptions",,folklore
About why you switched your homeroom but,,folklore
I think it's 'cause of me,,folklore
"Betty, one time I was riding on my skateboard",,folklore
When I passed your house,,folklore
It's like I couldn't breathe,,folklore
You heard the rumors from Inez,,folklore
You can't believe a word she says,,folklore
"Most times, but this time it was true",,folklore
The worst thing that I ever did,,folklore
Was what I did to you,,folklore
But if I just showed up at your party,,folklore
Would you have me?,,folklore
Would you want me?,,folklore
Would you tell me to go straight to hell?,,folklore
Or lead me to the garden?,,folklore
In the garden would you trust me,,folklore
If I told you it was just a summer thing?,,folklore
"I'm only 17, I don't know anything",,folklore
But I know I miss you,,folklore
"Betty, I know where it all went wrong",,folklore
Your favorite song was playing,,folklore
From the far side of the gym,,folklore
I was nowhere to be found,,folklore
"I hate the crowds, you know that",,folklore
"Plus, I saw you dance with him",,folklore
You heard the rumors from Inez,,folklore
You can't believe a word she says,,folklore
"Most times, but this time it was true",,folklore
The worst thing that I ever did,,folklore
Was what I did to you,,folklore
But if I just showed up at your party,,folklore
Would you have me?,,folklore
Would you want me?,,folklore
Would you tell me to go straight to hell?,,folklore
Or lead me to the garden?,,folklore
In the garden would you trust me,,folklore
If I told you it was just a summer thing?,,folklore
"I'm only seventeen, I don't know anything",,folklore
But I know I miss you,,folklore
I was walking home on broken cobblestones,,folklore
Just thinking of you when she pulled up like,,folklore
A figment of my worst intentions,,folklore
"She said ""James, get in, let's drive""",,folklore
Those days turned into nights,,folklore
"Slept next to her, but",,folklore
I dreamt of you all summer long,,folklore
"Betty, I'm here on your doorstep",,folklore
And I planned it out for weeks now,,folklore
But it's finally sinkin' in,,folklore
"Betty, right now is the last time",,folklore
I can dream about what happens when,,folklore
You see my face again,,folklore
The only thing I wanna do,,folklore
Is make it up to you,,folklore
So I showed up at your party,,folklore
"Yeah, I showed up at your party",,folklore
"Yeah, I showed up at your party",,folklore
Will you have me?,,folklore
Will you love me?,,folklore
Will you kiss me on the porch,,folklore
In front of all your stupid friends?,,folklore
"If you kiss me, will it be just like I dreamed it?",,folklore
Will it patch your broken wings?,,folklore
"I'm only 17, I don't know anything",,folklore
But I know I miss you,,folklore
Standing in your cardigan,,folklore
Kissin' in my car again,,folklore
Stopped at a streetlight,,folklore
You know I miss you,,folklore
"Nice to meet you, where you been?",pop,1989
I could show you incredible things,pop,1989
"Magic, madness, heaven, sin",pop,1989
Saw you there and I thought,pop,1989
"""Oh, my God, look at that face!""",pop,1989
You look like my next mistake,pop,1989
"Love's a game, wanna play?",pop,1989
"New money, suit and tie",pop,1989
I can read you like a magazine,pop,1989
Ain't it funny? Rumors fly,pop,1989
And I know you heard about me,pop,1989
"So hey, let's be friends",pop,1989
I'm dying to see how this one ends,pop,1989
Grab your passport and my hand,pop,1989
I can make the bad guys good for a weekend,pop,1989
So it's gonna be forever,pop,1989
Or it's gonna go down in flames,pop,1989
You can tell me when it's over,pop,1989
If the high was worth the pain,pop,1989
Got a long list of ex-lovers,pop,1989
They'll tell you I'm insane,pop,1989
'Cause you know I love the players,pop,1989
And you love the game,pop,1989
'Cause we're young and we're reckless,pop,1989
We'll take this way too far,pop,1989
It'll leave you breathless,pop,1989
Or with a nasty scar,pop,1989
Got a long list of ex-lovers,pop,1989
They'll tell you I'm insane,pop,1989
"But I've got a blank space, baby",pop,1989
And I'll write your name,pop,1989
"Cherry lips, crystal skies",pop,1989
I could show you incredible things,pop,1989
"Stolen kisses, pretty lies",pop,1989
"You're the King, baby, I'm your Queen",pop,1989
Find out what you want,pop,1989
Be that girl for a month,pop,1989
"Wait, the worst is yet to come, oh no",pop,1989
"Screaming, crying, perfect storms",pop,1989
I can make all the tables turn,pop,1989
Rose garden filled with thorns,pop,1989
Keep you second guessing like,pop,1989
"""Oh, my God, who is she?""",pop,1989
I get drunk on jealousy,pop,1989
But you'll come back each time you leave,pop,1989
"'Cause, darling, I'm a nightmare dressed like a daydream",pop,1989
So it's gonna be forever,pop,1989
Or it's gonna go down in flames,pop,1989
You can tell me when it's over,pop,1989
If the high was worth the pain,pop,1989
Got a long list of ex-lovers,pop,1989
They'll tell you I'm insane,pop,1989
'Cause you know I love the players,pop,1989
And you love the game,pop,1989
'Cause we're young and we're reckless,pop,1989
We'll take this way too far,pop,1989
It'll leave you breathless,pop,1989
Or with a nasty scar,pop,1989
Got a long list of ex-lovers,pop,1989
They'll tell you I'm insane,pop,1989
"But I've got a blank space, baby",pop,1989
And I'll write your name,pop,1989
Boys only want love if it's torture,pop,1989
"Don't say I didn't say, I didn't warn ya",pop,1989
Boys only want love if it's torture,pop,1989
"Don't say I didn't say, I didn't warn ya",pop,1989
So it's gonna be forever,pop,1989
Or it's gonna go down in flames,pop,1989
You can tell me when it's over,pop,1989
If the high was worth the pain,pop,1989
Got a long list of ex-lovers,pop,1989
They'll tell you I'm insane,pop,1989
'Cause you know I love the players,pop,1989
And you love the game,pop,1989
'Cause we're young and we're reckless,pop,1989
We'll take this way too far,pop,1989
It'll leave you breathless,pop,1989
Or with a nasty scar,pop,1989
Got a long list of ex-lovers,pop,1989
They'll tell you I'm insane,pop,1989
"But I've got a blank space, baby",pop,1989
And I'll write your name,pop,1989
"Nice to meet you, where you been?",pop,1989
I could show you incredible things,pop,1989
"Magic, madness, heaven, sin",pop,1989
Saw you there and I thought,pop,1989
"""Oh, my God, look at that face!""",pop,1989
You look like my next mistake,pop,1989
"Love's a game, wanna play?",pop,1989
"New money, suit and tie",pop,1989
I can read you like a magazine,pop,1989
Ain't it funny? Rumors fly,pop,1989
And I know you heard about me,pop,1989
"So hey, let's be friends",pop,1989
I'm dying to see how this one ends,pop,1989
Grab your passport and my hand,pop,1989
I can make the bad guys good for a weekend,pop,1989
So it's gonna be forever,pop,1989
Or it's gonna go down in flames,pop,1989
You can tell me when it's over,pop,1989
If the high was worth the pain,pop,1989
Got a long list of ex-lovers,pop,1989
They'll tell you I'm insane,pop,1989
'Cause you know I love the players,pop,1989
And you love the game,pop,1989
'Cause we're young and we're reckless,pop,1989
We'll take this way too far,pop,1989
It'll leave you breathless,pop,1989
Or with a nasty scar,pop,1989
Got a long list of ex-lovers,pop,1989
They'll tell you I'm insane,pop,1989
"But I've got a blank space, baby",pop,1989
And I'll write your name,pop,1989
"Cherry lips, crystal skies",pop,1989
I could show you incredible things,pop,1989
"Stolen kisses, pretty lies",pop,1989
"You're the King, baby, I'm your Queen",pop,1989
Find out what you want,pop,1989
Be that girl for a month,pop,1989
"Wait, the worst is yet to come, oh no",pop,1989
"Screaming, crying, perfect storms",pop,1989
I can make all the tables turn,pop,1989
Rose garden filled with thorns,pop,1989
Keep you second guessing like,pop,1989
"""Oh, my God, who is she?""",pop,1989
I get drunk on jealousy,pop,1989
But you'll come back each time you leave,pop,1989
"'Cause, darling, I'm a nightmare dressed like a daydream",pop,1989
So it's gonna be forever,pop,1989
Or it's gonna go down in flames,pop,1989
You can tell me when it's over,pop,1989
If the high was worth the pain,pop,1989
Got a long list of ex-lovers,pop,1989
They'll tell you I'm insane,pop,1989
'Cause you know I love the players,pop,1989
And you love the game,pop,1989
'Cause we're young and we're reckless,pop,1989
We'll take this way too far,pop,1989
It'll leave you breathless,pop,1989
Or with a nasty scar,pop,1989
Got a long list of ex-lovers,pop,1989
They'll tell you I'm insane,pop,1989
"But I've got a blank space, baby",pop,1989
And I'll write your name,pop,1989
Boys only want love if it's torture,pop,1989
"Don't say I didn't say, I didn't warn ya",pop,1989
Boys only want love if it's torture,pop,1989
"Don't say I didn't say, I didn't warn ya",pop,1989
So it's gonna be forever,pop,1989
Or it's gonna go down in flames,pop,1989
You can tell me when it's over,pop,1989
If the high was worth the pain,pop,1989
Got a long list of ex-lovers,pop,1989
They'll tell you I'm insane,pop,1989
'Cause you know I love the players,pop,1989
And you love the game,pop,1989
'Cause we're young and we're reckless,pop,1989
We'll take this way too far,pop,1989
It'll leave you breathless,pop,1989
Or with a nasty scar,pop,1989
Got a long list of ex-lovers,pop,1989
They'll tell you I'm insane,pop,1989
"But I've got a blank space, baby",pop,1989
And I'll write your name,pop,1989
I see your face in my mind as I drive away,country,fearless
'Cause none of us thought it was gonna end that way,country,fearless
People are people and sometimes we change our minds,country,fearless
But it's killing me to see you go after all this time,country,fearless
"Mmm, mmm, mmm, mmm, mmm, mmm, mmm, mmm",country,fearless
"Mmm, mmm, mmm, mmm, mmm, mmm, mmm, mmm",country,fearless
Music starts playin' like the end of a sad movie,country,fearless
It's the kinda ending you don't really wanna see,country,fearless
'Cause it's tragedy and it'll only bring you down,country,fearless
Now I don't know what to be without you around,country,fearless
"And we know it's never simple, never easy",country,fearless
"Never a clean break, no one here to save me",country,fearless
You're the only thing I know like the back of my hand,country,fearless
And I can't breathe,country,fearless
"Without you, but I have to",country,fearless
Breathe,country,fearless
"Without you, but I have to do",country,fearless
"Never wanted this, never want to see you hurt",country,fearless
Every little bump in the road I tried to swerve,country,fearless
People are people and sometimes it doesn't work out,country,fearless
Nothing we say is gonna save us from the fall out,country,fearless
"And we know it's never simple, never easy",country,fearless
"Never a clean break, no one here to save me",country,fearless
You're the only thing I know like the back of my hand,country,fearless
And I can't breathe,country,fearless
"Without you, but I have to",country,fearless
Breathe,country,fearless
"Without you, but I have to do",country,fearless
"It's two a.m., feelin' like I just lost a friend",country,fearless
"Hope you know it's not easy, easy for me",country,fearless
"It's two a.m., feelin' like I just lost a friend",country,fearless
"Hope you know this ain't easy, easy for me",country,fearless
"And we know it's never simple, never easy",country,fearless
"Never a clean break, no one here to save me, oh",country,fearless
I can't breathe,country,fearless
"Without you, but I have to",country,fearless
Breathe,country,fearless
"Without you, but I have to",country,fearless
Breathe,country,fearless
"Without you, but I have to do",country,fearless
"I'm sorry, I'm sorry, I'm sorry",country,fearless
"I'm sorry, I'm sorry, I'm sorry, I'm sorry",country,fearless
My castle crumbled overnight,pop,reputation
I brought a knife to a gunfight,pop,reputation
"They took the crown, but it's alright",pop,reputation
All the liars are calling me one,pop,reputation
Nobody's heard from me for months,pop,reputation
"I'm doing better than I ever was, 'cause",pop,reputation
My baby's fit like a daydream,pop,reputation
Walking with his head down,pop,reputation
I'm the one he's walking to,pop,reputation
"So call it what you want, yeah, call it what you want to",pop,reputation
My baby's fly like a jet stream,pop,reputation
High above the whole scene,pop,reputation
Loves me like I'm brand new,pop,reputation
"So call it what you want, yeah, call it what you want to",pop,reputation
All my flowers grew back as thorns,pop,reputation
Windows boarded up after the storm,pop,reputation
He built a fire just to keep me warm,pop,reputation
All the drama queens taking swings,pop,reputation
All the jokers dressin' up as kings,pop,reputation
They fade to nothing when I look at him,pop,reputation
And I know I make the same mistakes every time,pop,reputation
"Bridges burn, I never learn, at least I did one thing right",pop,reputation
I did one thing right,pop,reputation
"I'm laughing with my lover, making forts under covers",pop,reputation
"Trust him like a brother, yeah, you know I did one thing right",pop,reputation
Starry eyes sparkin' up my darkest night,pop,reputation
My baby's fit like a daydream,pop,reputation
Walking with his head down,pop,reputation
I'm the one he's walking to,pop,reputation
"So call it what you want, yeah, call it what you want to",pop,reputation
My baby's fly like a jet stream,pop,reputation
High above the whole scene,pop,reputation
Loves me like I'm brand new,pop,reputation
"(Call it what you want, call it what you want, call it)",pop,reputation
"So call it what you want, yeah, call it what you want to",pop,reputation
I want to wear his initial,pop,reputation
"On a chain round my neck, chain round my neck",pop,reputation
Not because he owns me,pop,reputation
But 'cause he really knows me,pop,reputation
"Which is more than they can say, I",pop,reputation
"I recall late November, holdin' my breath",pop,reputation
"Slowly I said, ""You don't need to save me",pop,reputation
"But would you run away with me?""",pop,reputation
Yes (would you run away?),pop,reputation
My baby's fit like a daydream,pop,reputation
Walking with his head down,pop,reputation
I'm the one he's walking to,pop,reputation
"(Call it what you want, call it what you want, call it)",pop,reputation
"So call it what you want, yeah, call it what you want to",pop,reputation
My baby's fly like a jet stream,pop,reputation
High above the whole scene,pop,reputation
Loves me like I'm brand new,pop,reputation
"(Call it what you want, call it what you want, call it)",pop,reputation
"So call it what you want, yeah, call it what you want to",pop,reputation
"(Call it what you want, call it)",pop,reputation
"(Call it what you want, call it what you want, call it)",pop,reputation
"(Call it what you want, call it what you want, call it)",pop,reputation
"(Call it what you want, call it what you want, call it)",pop,reputation
"(Call it what you want, call it what you want, call it)",pop,reputation
"(Call it what you want, call it what you want, call it)",pop,reputation
"(Call it what you want, call it what you want, call it)",pop,reputation
"Call it what you want, yeah",pop,reputation
Call it what you want,pop,reputation
Once upon a time a few mistakes ago,,red
"I was in your sights, you got me alone",,red
"You found me, you found me, you bound me",,red
"I guess you didn't care, and I guess I liked that",,red
And when I fell hard you took a step back,,red
"Without me, without me, without me",,red
And he's long gone when he's next to me,,red
And I realize the blame is on me,,red
'Cause I knew you were trouble when you walked in,,red
So shame on me now,,red
Flew me to places I'd never been,,red
"'Til you put me down, oh",,red
I knew you were trouble when you walked in,,red
So shame on me now,,red
Flew me to places I'd never been,,red
Now I'm lying on the cold hard ground,,red
"Oh, oh, trouble, trouble, trouble",,red
"Oh, oh, trouble, trouble, trouble",,red
"No apologies, he'll never see you cry",,red
Pretend he doesn't know that he's the reason why,,red
"You're drowning, you're drowning, you're drowning",,red
Now I heard you moved on from whispers on the street,,red
A new notch in your belt is all I'll ever be,,red
"And now I see, now I see, now I see",,red
He was long gone when he met me,,red
"And I realize the joke is on me, yeah!",,red
I knew you were trouble when you walked in,,red
So shame on me now,,red
Flew me to places I'd never been,,red
"'Til you put me down, oh",,red
I knew you were trouble when you walked in,,red
So shame on me now,,red
Flew me to places I'd never been,,red
Now I'm lying on the cold hard ground,,red
"Oh, oh, trouble, trouble, trouble",,red
"Oh, oh, trouble, trouble, trouble",,red
And the saddest fear comes creeping in,,red
"That you never loved me or her, or anyone, or anything, yeah",,red
I knew you were trouble when you walked in,,red
So shame on me now,,red
Flew me to places I'd never been,,red
"'Til you put me down, oh",,red
I knew you were trouble when you walked in,,red
"(you were right there, you were right there)",,red
So shame on me now,,red
Flew me to places I'd never been,,red
Now I'm lying on the cold hard ground,,red
"Oh, oh, trouble, trouble, trouble",,red
"Oh, oh, trouble, trouble, trouble",,red
I knew you were trouble when you walked in,,red
"Trouble, trouble, trouble",,red
I knew you were trouble when you walked in,,red
"Trouble, trouble, trouble",,red
"Vintage tee, brand new phone",,folklore
High heels on cobblestones,,folklore
"When you are young, they assume you know nothing",,folklore
"Sequined smile, black lipstick",,folklore
Sensual politics,,folklore
"When you are young, they assume you know nothing",,folklore
But I knew you,,folklore
Dancin' in your Levi's,,folklore
"Drunk under a streetlight, I",,folklore
I knew you,,folklore
Hand under my sweatshirt,,folklore
"Baby, kiss it better, I",,folklore
And when I felt like I was an old cardigan,,folklore
Under someone's bed,,folklore
You put me on and said I was your favorite,,folklore
A friend to all is a friend to none,,folklore
"Chase two girls, lose the one",,folklore
"When you are young, they assume you know nothing",,folklore
But I knew you,,folklore
Playing hide-and-seek and,,folklore
"Giving me your weekends, I",,folklore
I knew you,,folklore
Your heartbeat on the High Line,,folklore
"Once in twenty lifetimes, I",,folklore
And when I felt like I was an old cardigan,,folklore
Under someone's bed,,folklore
You put me on and said I was your favorite,,folklore
To kiss in cars and downtown bars,,folklore
Was all we needed,,folklore
You drew stars around my scars,,folklore
But now I'm bleedin',,folklore
'Cause I knew you,,folklore
Steppin' on the last train,,folklore
"Marked me like a bloodstain, I",,folklore
I knew you,,folklore
Tried to change the ending,,folklore
"Peter losing Wendy, I",,folklore
I knew you,,folklore
Leavin' like a father,,folklore
"Running like water, I",,folklore
"And when you are young, they assume you know nothing",,folklore
But I knew you'd linger like a tattoo kiss,,folklore
I knew you'd haunt all of my what-ifs,,folklore
The smell of smoke would hang around this long,,folklore
'Cause I knew everything when I was young,,folklore
I knew I'd curse you for the longest time,,folklore
Chasin' shadows in the grocery line,,folklore
I knew you'd miss me once the thrill expired,,folklore
And you'd be standin' in my front porch light,,folklore
And I knew you'd come back to me,,folklore
You'd come back to me,,folklore
And you'd come back to me,,folklore
And you'd come back,,folklore
And when I felt like I was an old cardigan,,folklore
Under someone's bed,,folklore
You put me on and said I was your favorite,,folklore
"And it's a sad picture, the final blow hits you",country,fearless
Somebody else gets what you wanted again,country,fearless
"You know it's all the same, another time and place",country,fearless
Repeating history and you're getting sick of it,country,fearless
But I believe in whatever you do,country,fearless
And I'll do anything to see it through,country,fearless
"Because these things will change, can you feel it now?",country,fearless
These walls that they put up to hold us back will fall down,country,fearless
"It's a revolution, the time will come for us to finally win",country,fearless
We sing hallelujah,country,fearless
We sing hallelujah,country,fearless
"So we've been outnumbered, raided and now cornered",country,fearless
It's hard to fight when the fight ain't fair,country,fearless
"We're getting stronger now, find things they never found",country,fearless
"They might be bigger, but we're faster and never scared",country,fearless
"You can walk away, say we don't need this",country,fearless
But there's something in your eyes says we can beat this,country,fearless
"'Cause these things will change, can you feel it now?",country,fearless
These walls that they put up to hold us back will fall down,country,fearless
"It's a revolution, the time will come for us to finally win",country,fearless
We sing hallelujah,country,fearless
We sing hallelujah,country,fearless
"Tonight we'll stand, get off our knees",country,fearless
Fight for what we've worked for all these years,country,fearless
"And the battle was long, it's the fight of our lives",country,fearless
But we'll stand up champions tonight,country,fearless
"It was the night things changed, do you see it now?",country,fearless
These walls that they put up to hold us back fell down,country,fearless
"It's a revolution, throw your hands up 'cause we never gave in",country,fearless
and we'll sing hallelujah,country,fearless
We sang hallelujah,country,fearless
Hallelujah,country,fearless
The drought was the very worst,pop,1989
"(Ahh, ahh)",pop,1989
When the flowers that we'd grown together died of thirst,pop,1989
"It was months, and months of back and forth",pop,1989
"(Ahh, ahh)",pop,1989
You're still all over me like a wine-stained dress I can't wear anymore,pop,1989
"Hung my head, as I lost the war",pop,1989
And the sky turned black like a perfect storm,pop,1989
The rain came pouring down when I was drowning,pop,1989
That's when I could finally breathe,pop,1989
And by morning,pop,1989
Gone was any trace of you,pop,1989
I think I am finally clean,pop,1989
There was nothing left to do,pop,1989
"(Ahh, ahh)",pop,1989
When the butterflies turned to dust that covered my whole room,pop,1989
So I punched a hole in the roof,pop,1989
"(Ahh, ahh)",pop,1989
Let the flood carry away all my pictures of you,pop,1989
The water filled my lungs,pop,1989
I screamed so loud but no one heard a thing,pop,1989
The rain came pouring down when I was drowning,pop,1989
That's when I could finally breathe,pop,1989
And by morning,pop,1989
Gone was any trace of you,pop,1989
I think I am finally clean,pop,1989
I think I am finally clean,pop,1989
"(Ahhhhh, ahh)",pop,1989
"Said, I think I am finally clean",pop,1989
(Ahhhhh),pop,1989
"Ten months sober, I must admit",pop,1989
"Just because you're clean, don't mean you don't miss it",pop,1989
"Ten months older, I won't give in",pop,1989
Now that I'm clean I'm never gonna risk it,pop,1989
The drought was the very worst,pop,1989
"(Ahh, ahh)",pop,1989
When the flowers that we'd grown together died of thirst,pop,1989
The rain came pouring down when I was drowning,pop,1989
That's when I could finally breathe,pop,1989
And by morning,pop,1989
Gone was any trace of you,pop,1989
I think I am finally clean,pop,1989
Rain came pouring down when I was drowning,pop,1989
That's when I could finally breathe,pop,1989
And by morning,pop,1989
Gone was any trace of you,pop,1989
I think I am finally clean,pop,1989
Finally clean,pop,1989
Think I'm finally clean,pop,1989
"(Ahh, ahh)",pop,1989
Think I'm finally clean,pop,1989
You have a way of coming easily to me,country,taylor swift
"And when you take, you take the very best of me",country,taylor swift
So I start a fight 'cause I need to feel something,country,taylor swift
And you do what you want 'cause I'm not what you wanted,country,taylor swift
"Oh, what a shame",country,taylor swift
What a rainy ending given to a perfect day,country,taylor swift
Just walk away,country,taylor swift
No use defending words that you will never say,country,taylor swift
And now that I'm sitting here thinking it through,country,taylor swift
I've never been anywhere cold as you,country,taylor swift
You put up walls and paint them all a shade of gray,country,taylor swift
And I stood there loving you and washed them all away,country,taylor swift
And you come away with a great little story,country,taylor swift
Of a mess of a dreamer with the nerve to adore you,country,taylor swift
"Oh, what a shame",country,taylor swift
What a rainy ending given to a perfect day,country,taylor swift
Just walk away,country,taylor swift
No use defending words that you will never say,country,taylor swift
And now that I'm sitting here thinkin' it through,country,taylor swift
I've never been anywhere cold as you,country,taylor swift
"You never did give a damn thing, honey",country,taylor swift
"But I cried, cried for you",country,taylor swift
And I know you wouldn't have told nobody,country,taylor swift
"If I died, died for you, died for you",country,taylor swift
"Oh, what a shame",country,taylor swift
What a rainy ending give to a perfect day,country,taylor swift
Every smile you fake is so condescending,country,taylor swift
Counted all the scars you made,country,taylor swift
Now that I'm sitting her thinking it through.,country,taylor swift
I've never been anywhere cold as you,country,taylor swift
You said it in a simple way,,red
"4 AM, the second day",,red
How strange that I don't know you at all,,red
Stumbled through the long goodbye,,red
One last kiss then catch your flight,,red
Right when I was just about to fall,,red
I told myself don't get attached,,red
But in my mind I play it back,,red
Spinning faster than the plane that took you,,red
And this is when the feeling sinks in,,red
I don't wanna miss you like this,,red
"Come back, be here",,red
I guess you're in New York today,,red
I don't wanna need you this way,,red
"Come back, be here",,red
The delicate beginning rush,,red
The feeling you can know so much,,red
Without knowing anything at all,,red
And now that I can put this down,,red
If I had known what I'd known now,,red
I never would have played so nonchalant,,red
Taxi cabs and busy streets,,red
That never bring you back to me,,red
I can't help but wish you took me with you,,red
And this is when the feeling sinks in,,red
I don't wanna miss you like this,,red
"Come back, be here",,red
I guess you're in London today,,red
And I don't wanna need you this way,,red
"Come back, be here",,red
This is falling in love in the cruelest way,,red
This is falling for you & you are worlds away,,red
"New York, be here",,red
But you're in London & I break down,,red
'Cause it's not fair that you're not around,,red
This is when the feeling sinks in,,red
I don't wanna miss you like this,,red
"Come back, be here",,red
I guess you're in New York today,,red
And I don't wanna need you this way,,red
"Come back, be here",,red
I don't wanna miss you like this,,red
"Come back, be here",,red
I could go back to every laugh,country,fearless
But I don't wanna go there anymore,country,fearless
And I know all the steps up to your door,country,fearless
